Reporting Area,MMWR Year,MMWR Week,"Hemolytic uremic snydrome post-diarrheal, Current week","Hemolytic uremic snydrome post-diarrheal, Current week, flag","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2021†","Hemolytic uremic snydrome post-diarrheal, Cum 2021†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2020†","Hemolytic uremic snydrome post-diarrheal, Cum 2020†, flag","Hepatitis A, acute, Current week","Hepatitis A, acute, Current week, flag","Hepatitis A, acute, Previous 52 weeks Max†","Hepatitis A, acute, Previous 52 weeks Max†, flag","Hepatitis A, acute, Cum 2021†","Hepatitis A, acute, Cum 2021†, flag","Hepatitis A, acute, Cum 2020†","Hepatitis A, acute, Cum 2020†, flag","Hepatitis B, acute, Current week","Hepatitis B, acute, Current week, flag","Hepatitis B, acute, Previous 52 weeks Max†","Hepatitis B, acute, Previous 52 weeks Max†, flag","Hepatitis B, acute, Cum 2021†","Hepatitis B, acute, Cum 2021†, flag","Hepatitis B, acute, Cum 2020†","Hepatitis B, acute, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
EAST NORTH CENTRAL,2021,43,,-,2,,16,,9,,,-,13,,158,,532,,,-,11,,193,,275,,,EAST NORTH CENTRAL,20214314,
TENNESSEE,2021,43,,-,3,,13,,16,,,-,4,,23,,258,,1,,5,,72,,128,,TENNESSEE,,20214342,POINT (-86.343226 35.842998)
CONNECTICUT,2021,43,,-,1,,1,,,-,,-,1,,9,,13,,,-,0,,,-,,-,CONNECTICUT,,20214303,POINT (-72.738288 41.575155)
MARYLAND,2021,43,,-,1,,,-,7,,,-,19,,57,,255,,2,,2,,23,,32,,MARYLAND,,20214333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,43,,-,1,,1,,1,,,-,24,,322,,1020,,,-,4,,43,,53,,SOUTH CAROLINA,,20214335,POINT (-80.864614 33.878572)
OKLAHOMA,2021,43,,-,6,,,-,,-,,-,13,,11,,2,,,-,10,,13,,11,,OKLAHOMA,,20214346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214365,POINT (145.725693 15.1834)
OHIO,2021,43,,-,2,,7,,,-,,-,8,,50,,256,,,-,5,,85,,115,,OHIO,,20214318,POINT (-82.70936 40.415534)
MINNESOTA,2021,43,,-,1,,,-,1,,,-,2,,11,,66,,,-,1,,5,,7,,MINNESOTA,,20214323,POINT (-94.198308 46.349153)
LOUISIANA,2021,43,,-,1,,2,,2,,,-,15,,180,,699,,,-,3,,21,,36,,LOUISIANA,,20214345,POINT (-91.840238 30.921314)
HAWAII,2021,43,,-,0,,,-,,-,,-,1,,4,,5,,,-,1,,2,,1,,HAWAII,,20214360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,43,,-,2,,11,,17,,,-,81,,1572,,3343,,2,,57,,590,,717,,,SOUTH ATLANTIC,20214328,
PENNSYLVANIA,2021,43,,-,1,,1,,3,,3,,17,,172,,110,,2,,4,,43,,42,,PENNSYLVANIA,,20214313,POINT (-77.838886 40.896694)
UTAH,2021,43,,-,2,,7,,5,,,-,1,,5,,12,,,-,2,,13,,8,,UTAH,,20214355,POINT (-111.678222 39.323779)
TENNESSEE,2021,36,,-,3,,11,,12,,,-,6,,22,,240,,,-,6,,56,,108,,TENNESSEE,,20213642,POINT (-86.343226 35.842998)
CONNECTICUT,2021,36,,-,0,,,-,,-,,-,2,,8,,10,,,-,0,,,-,,-,CONNECTICUT,,20213603,POINT (-72.738288 41.575155)
MARYLAND,2021,36,,-,1,,,-,3,,,-,23,,53,,154,,,-,3,,15,,26,,MARYLAND,,20213633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,36,,-,1,,1,,1,,,-,33,,305,,828,,,-,4,,30,,44,,SOUTH CAROLINA,,20213635,POINT (-80.864614 33.878572)
OKLAHOMA,2021,36,,-,0,,,-,,-,,-,11,,11,,2,,,-,10,,12,,8,,OKLAHOMA,,20213646,POINT (-97.508297 35.583449)
OHIO,2021,36,,-,1,,3,,,-,,-,8,,47,,225,,,-,5,,74,,95,,OHIO,,20213618,POINT (-82.70936 40.415534)
MINNESOTA,2021,36,,-,1,,,-,,-,,-,1,,2,,64,,,-,1,,2,,6,,MINNESOTA,,20213623,POINT (-94.198308 46.349153)
LOUISIANA,2021,36,,-,1,,1,,2,,3,,42,,155,,508,,,-,1,,4,,29,,LOUISIANA,,20213645,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2021,36,,-,2,,10,,11,,5,,102,,1391,,2685,,,-,64,,481,,473,,,SOUTH ATLANTIC,20213628,
PENNSYLVANIA,2021,36,,-,0,,,-,3,,3,,6,,52,,97,,1,,4,,25,,37,,PENNSYLVANIA,,20213613,POINT (-77.838886 40.896694)
UTAH,2021,36,,-,1,,5,,4,,,-,1,,5,,10,,,-,2,,10,,8,,UTAH,,20213655,POINT (-111.678222 39.323779)
COLORADO,2021,36,,-,0,,,-,1,,1,,1,,10,,68,,,-,1,,,-,2,,COLORADO,,20213650,POINT (-105.547832 38.998552)
VERMONT,2021,36,,-,0,,,-,,-,,-,2,,4,,6,,,-,1,,1,,1,,VERMONT,,20213608,POINT (-72.662695 44.075252)
KENTUCKY,2021,36,,-,1,,3,,4,,,-,4,,26,,46,,,-,5,,64,,85,,KENTUCKY,,20213640,POINT (-85.290484 37.526683)
MAINE,2021,36,,-,2,,3,,,-,,-,7,,38,,94,,,-,5,,27,,31,,MAINE,,20213604,POINT (-69.06137 45.117911)
VIRGINIA,2021,36,,-,2,,5,,1,,,-,8,,72,,154,,,-,3,,22,,29,,VIRGINIA,,20213636,POINT (-78.666382 37.510861)
ARIZONA,2021,36,,-,3,,11,,6,,,-,3,,14,,31,,,-,2,,12,,14,,ARIZONA,,20213649,POINT (-111.664616 34.293239)
WISCONSIN,2021,36,,-,1,,3,,,-,,-,2,,2,,6,,,-,2,,9,,9,,WISCONSIN,,20213619,POINT (-89.732969 44.639954)
IDAHO,2021,36,,-,0,,,-,,-,,-,2,,1,,15,,,-,0,,,-,,-,IDAHO,,20213651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,36,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,6,,VIRGIN ISLANDS,,20213668,POINT (-64.840836 18.060868)
MICHIGAN,2021,36,,-,1,,1,,4,,,-,3,,16,,15,,1,,3,,24,,34,,MICHIGAN,,20213617,POINT (-85.730977 44.874798)
GEORGIA,2021,36,,-,1,,,-,3,,4,,19,,284,,386,,,-,8,,67,,77,,GEORGIA,,20213632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,36,,-,1,,1,,2,,1,,6,,60,,30,,1,,8,,29,,12,,,NEW YORK CITY,20213612,
ARKANSAS,2021,36,,-,1,,3,,4,,,-,32,,363,,180,,,-,4,,19,,36,,ARKANSAS,,20213644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,36,,-,0,,,-,,-,2,,13,,226,,205,,,-,2,,10,,27,,MISSISSIPPI,,20213641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,36,,-,2,,4,,2,,,-,0,,,-,4,,,-,1,,1,,1,,SOUTH DAKOTA,,20213627,POINT (-100.230491 44.43614)
WYOMING,2021,36,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,1,,WYOMING,,20213656,POINT (-107.55145 42.999627)
MISSOURI,2021,36,,-,1,,3,,14,,,-,8,,94,,281,,,-,2,,5,,12,,MISSOURI,,20213624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,36,1,,2,,8,,9,,4,,19,,234,,394,,2,,8,,62,,97,,,MIDDLE ATLANTIC,20213609,
WEST VIRGINIA,2021,36,,-,0,,,-,,-,,-,5,,29,,77,,,-,3,,22,,46,,WEST VIRGINIA,,20213637,POINT (-80.613729 38.642579)
FLORIDA,2021,36,,-,1,,3,,2,,,-,23,,165,,792,,,-,56,,277,,159,,FLORIDA,,20213631,POINT (-82.420978 28.260731)
MONTANA,2021,36,,-,1,,,-,,-,,-,1,,,-,7,,,-,1,,2,,3,,MONTANA,,20213652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,36,,-,3,,26,,22,,,-,30,,330,,437,,,-,3,,18,,35,,,WEST NORTH CENTRAL,20213620,
MASSACHUSETTS,2021,36,,-,1,,1,,1,,1,,2,,6,,32,,,-,1,,6,,14,,MASSACHUSETTS,,20213605,POINT (-71.481104 42.151077)
MOUNTAIN,2021,36,,-,3,,17,,12,,1,,3,,36,,151,,,-,4,,35,,37,,,MOUNTAIN,20213648,
INDIANA,2021,36,,-,1,,,-,3,,,-,5,,3,,162,,,-,7,,41,,68,,INDIANA,,20213616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,36,,-,0,,,-,,-,,-,1,,1,,5,,,-,1,,1,,1,,,NON-US RESIDENTS,20213669,
COLORADO,2021,43,,-,0,,,-,8,,,-,2,,12,,86,,,-,2,,,-,9,,COLORADO,,20214350,POINT (-105.547832 38.998552)
VERMONT,2021,43,,-,0,,,-,,-,,-,2,,4,,12,,,-,1,,1,,3,,VERMONT,,20214308,POINT (-72.662695 44.075252)
KENTUCKY,2021,43,,-,1,,6,,6,,,-,4,,28,,51,,,-,5,,69,,100,,KENTUCKY,,20214340,POINT (-85.290484 37.526683)
PUERTO RICO,2021,43,,N,,NC,,N,,N,,-,1,,5,,12,,,-,1,,3,,1,,PUERTO RICO,,20214367,POINT (-66.414655 18.215692)
MAINE,2021,43,,-,2,,3,,,-,,-,6,,43,,123,,,-,5,,29,,34,,MAINE,,20214304,POINT (-69.06137 45.117911)
VIRGINIA,2021,43,,-,2,,6,,2,,,-,19,,128,,184,,,-,3,,25,,35,,VIRGINIA,,20214336,POINT (-78.666382 37.510861)
ARIZONA,2021,43,,-,3,,12,,6,,,-,2,,19,,40,,,-,2,,11,,15,,ARIZONA,,20214349,POINT (-111.664616 34.293239)
WISCONSIN,2021,43,,-,1,,4,,,-,,-,1,,2,,10,,,-,2,,12,,10,,WISCONSIN,,20214319,POINT (-89.732969 44.639954)
IDAHO,2021,43,,-,0,,,-,,-,,-,1,,1,,18,,,-,0,,,-,,-,IDAHO,,20214351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,6,,VIRGIN ISLANDS,,20214368,POINT (-64.840836 18.060868)
MICHIGAN,2021,43,,-,1,,2,,4,,,-,3,,17,,16,,,-,3,,26,,38,,MICHIGAN,,20214317,POINT (-85.730977 44.874798)
GEORGIA,2021,43,,-,0,,,-,4,,,-,19,,317,,481,,,-,8,,79,,92,,GEORGIA,,20214332,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,43,,-,1,,1,,3,,7,,6,,75,,33,,,-,8,,34,,16,,,NEW YORK CITY,20214312,
ARKANSAS,2021,43,,-,1,,4,,5,,,-,33,,384,,235,,1,,4,,26,,45,,ARKANSAS,,20214344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,43,,-,0,,,-,,-,,-,12,,260,,282,,1,,2,,14,,33,,MISSISSIPPI,,20214341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,43,,-,2,,5,,2,,,-,0,,,-,1,,,-,1,,1,,1,,SOUTH DAKOTA,,20214327,POINT (-100.230491 44.43614)
WYOMING,2021,43,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,1,,WYOMING,,20214356,POINT (-107.55145 42.999627)
MISSOURI,2021,43,,-,1,,3,,14,,,-,8,,94,,329,,,-,1,,5,,14,,MISSOURI,,20214324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,43,,-,2,,9,,12,,11,,21,,393,,442,,3,,8,,90,,117,,,MIDDLE ATLANTIC,20214309,
CALIFORNIA,2021,43,,-,10,,110,,74,,1,,4,,56,,193,,,-,3,,42,,45,,CALIFORNIA,,20214359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,43,,-,0,,,-,,-,,-,5,,38,,89,,,-,3,,29,,49,,WEST VIRGINIA,,20214337,POINT (-80.613729 38.642579)
FLORIDA,2021,43,,-,1,,3,,2,,,-,17,,174,,893,,,-,48,,334,,339,,FLORIDA,,20214331,POINT (-82.420978 28.260731)
MONTANA,2021,43,,-,0,,,-,1,,,-,1,,1,,8,,,-,1,,2,,4,,MONTANA,,20214352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,43,,-,4,,30,,25,,1,,31,,340,,584,,,-,3,,24,,46,,,WEST NORTH CENTRAL,20214320,
MASSACHUSETTS,2021,43,,-,1,,1,,1,,,-,3,,13,,30,,,-,1,,11,,16,,MASSACHUSETTS,,20214305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,43,,-,3,,20,,21,,,-,4,,44,,186,,,-,4,,37,,48,,,MOUNTAIN,20214348,
INDIANA,2021,43,,-,1,,,-,3,,,-,5,,28,,171,,,-,7,,59,,87,,INDIANA,,20214316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,43,,-,0,,,-,,-,,-,1,,1,,6,,,-,1,,1,,1,,,NON-US RESIDENTS,20214369,
US TERRITORIES,2021,43,,-,0,,,-,,-,,-,1,,7,,13,,,-,2,,4,,7,,,US TERRITORIES,20214363,
WASHINGTON,2021,45,,N,,NC,,N,,N,,-,284,,16,,,-,,-,3,,20,,,-,WASHINGTON,,20214562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,45,,-,2,,6,,1,,,-,8,,73,,213,,,-,5,,44,,55,,,NEW ENGLAND,20214502,
RHODE ISLAND,2021,45,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,RHODE ISLAND,,20214507,POINT (-71.534637 41.572574)
OREGON,2021,45,,-,3,,8,,4,,,-,2,,12,,25,,1,,3,,19,,16,,OREGON,,20214561,POINT (-120.605279 43.940449)
DELAWARE,2021,45,,-,0,,,-,,-,,-,3,,8,,28,,,-,2,,5,,6,,DELAWARE,,20214529,POINT (-75.452394 38.994926)
ALABAMA,2021,45,,-,1,,3,,2,,,-,24,,368,,833,,,-,4,,50,,54,,ALABAMA,,20214539,POINT (-86.844516 32.756889)
KANSAS,2021,45,,-,1,,6,,2,,,-,25,,224,,211,,,-,0,,,-,2,,KANSAS,,20214522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,45,,-,1,,1,,1,,,-,35,,528,,416,,,-,5,,53,,117,,NORTH CAROLINA,,20214534,POINT (-79.130883 35.52603)
GUAM,2021,45,,-,0,,,-,,-,,-,1,,3,,,-,,-,1,,1,,,-,GUAM,,20214566,POINT (144.653198 13.3532)
NEW JERSEY,2021,45,,-,0,,,-,1,,,-,4,,52,,143,,,-,2,,1,,42,,NEW JERSEY,,20214510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,45,,-,0,,,-,,-,,-,1,,4,,6,,,-,0,,,-,,-,NEW MEXICO,,20214554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,45,,-,2,,17,,10,,1,,13,,191,,556,,,-,11,,207,,281,,,EAST NORTH CENTRAL,20214514,
TENNESSEE,2021,45,,-,3,,13,,16,,1,,4,,24,,261,,1,,5,,75,,133,,TENNESSEE,,20214542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,45,,-,1,,1,,,-,,-,1,,9,,13,,,-,0,,,-,,-,CONNECTICUT,,20214503,POINT (-72.738288 41.575155)
MARYLAND,2021,45,,-,0,,,-,8,,,-,19,,57,,281,,,-,2,,24,,33,,MARYLAND,,20214533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,45,,-,1,,1,,1,,,-,24,,323,,1062,,,-,4,,44,,57,,SOUTH CAROLINA,,20214535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,45,,-,6,,,-,,-,,-,13,,11,,2,,,-,10,,17,,18,,OKLAHOMA,,20214546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214565,POINT (145.725693 15.1834)
OHIO,2021,45,,-,2,,7,,,-,,-,8,,53,,264,,,-,5,,89,,116,,OHIO,,20214518,POINT (-82.70936 40.415534)
INDIANA,2021,52,,-,0,,,-,5,,,-,5,,89,,194,,,-,7,,72,,92,,INDIANA,,20215216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,52,,-,0,,,-,,-,,-,1,,1,,6,,,-,1,,1,,1,,,NON-US RESIDENTS,20215269,
US TERRITORIES,2021,52,,-,0,,,-,,-,,-,1,,10,,15,,,-,2,,4,,8,,,US TERRITORIES,20215263,
TOTAL,2021,37,,-,16,,202,,159,,17,,230,,3711,,6917,,6,,96,,1120,,1392,,,TOTAL,20213770,
US RESIDENTS,2021,37,,-,16,,202,,159,,17,,230,,3704,,6899,,6,,96,,1115,,1384,,,US RESIDENTS,20213701,
NEW HAMPSHIRE,2021,37,,-,0,,,-,,-,,-,2,,4,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20213706,POINT (-71.57139 43.680429)
NEW YORK,2021,37,,-,1,,7,,4,,,-,15,,88,,164,,,-,4,,8,,16,,NEW YORK,,20213711,POINT (-75.59655 42.921241)
PACIFIC,2021,37,,-,10,,99,,65,,1,,8,,73,,465,,,-,7,,76,,81,,,PACIFIC,20213757,
WEST SOUTH CENTRAL,2021,37,,-,2,,8,,6,,3,,50,,761,,832,,,-,14,,49,,101,,,WEST SOUTH CENTRAL,20213743,
NEBRASKA,2021,37,,-,2,,3,,1,,,-,1,,4,,4,,,-,0,,,-,1,,NEBRASKA,,20213725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,37,,-,3,,16,,18,,2,,42,,617,,1167,,2,,12,,176,,262,,,EAST SOUTH CENTRAL,20213738,
NORTH DAKOTA,2021,37,,-,2,,4,,3,,,-,1,,1,,1,,,-,1,,,-,2,,NORTH DAKOTA,,20213726,POINT (-100.46931 47.446305)
NEVADA,2021,37,,-,1,,1,,1,,,-,2,,1,,14,,,-,3,,10,,9,,NEVADA,,20213753,POINT (-114.916992 39.283294)
ILLINOIS,2021,37,,-,2,,3,,2,,,-,5,,54,,69,,,-,2,,10,,23,,ILLINOIS,,20213715,POINT (-89.148632 40.124144)
IOWA,2021,37,,-,2,,9,,1,,,-,1,,5,,6,,,-,2,,10,,14,,IOWA,,20213721,POINT (-93.500061 42.074659)
TEXAS,2021,37,,-,2,,4,,,-,,-,25,,224,,122,,,-,11,,14,,24,,TEXAS,,20213747,POINT (-99.317341 31.447238)
ALASKA,2021,37,,-,1,,1,,,-,,-,1,,1,,,-,,-,1,,2,,4,,ALASKA,,20213758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,37,,-,0,,,-,,-,,-,1,,,-,4,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20213730,POINT (-77.016275 38.904785)
WASHINGTON,2021,37,,N,,NC,,N,,N,,-,5,,15,,253,,,-,3,,18,,26,,WASHINGTON,,20213762,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,37,,-,2,,4,,1,,1,,9,,67,,172,,,-,5,,34,,47,,,NEW ENGLAND,20213702,
RHODE ISLAND,2021,37,,-,0,,,-,,-,,-,1,,1,,2,,,U,,NC,,U,,U,RHODE ISLAND,,20213707,POINT (-71.534637 41.572574)
OREGON,2021,37,,-,1,,3,,3,,,-,2,,9,,25,,,-,3,,18,,14,,OREGON,,20213761,POINT (-120.605279 43.940449)
DELAWARE,2021,37,,-,0,,,-,,-,,-,2,,5,,28,,,-,2,,4,,5,,DELAWARE,,20213729,POINT (-75.452394 38.994926)
ALABAMA,2021,37,,-,1,,2,,2,,2,,29,,339,,668,,1,,4,,44,,39,,ALABAMA,,20213739,POINT (-86.844516 32.756889)
KANSAS,2021,37,,-,1,,5,,2,,,-,23,,224,,86,,,-,0,,,-,2,,KANSAS,,20213722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,37,,-,1,,1,,1,,,-,35,,483,,277,,,-,5,,44,,91,,NORTH CAROLINA,,20213734,POINT (-79.130883 35.52603)
GUAM,2021,37,,-,0,,,-,,-,,-,1,,1,,,-,,-,1,,1,,,-,GUAM,,20213766,POINT (144.653198 13.3532)
NEW JERSEY,2021,37,,-,1,,,-,,-,,-,7,,34,,110,,,-,2,,,-,34,,NEW JERSEY,,20213710,POINT (-74.655514 40.110253)
AMERICAN SAMOA,2021,37,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213764,
NEW MEXICO,2021,37,,-,0,,,-,,-,,-,1,,4,,5,,,-,0,,,-,,-,NEW MEXICO,,20213754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,37,,-,2,,12,,9,,,-,13,,122,,483,,2,,13,,164,,229,,,EAST NORTH CENTRAL,20213714,
TENNESSEE,2021,37,,-,3,,11,,12,,,-,6,,22,,243,,1,,6,,58,,110,,TENNESSEE,,20213742,POINT (-86.343226 35.842998)
CONNECTICUT,2021,37,,-,0,,,-,,-,,-,2,,8,,10,,,-,0,,,-,,-,CONNECTICUT,,20213703,POINT (-72.738288 41.575155)
MARYLAND,2021,37,,-,1,,,-,3,,,-,23,,54,,162,,,-,3,,16,,27,,MARYLAND,,20213733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,37,,-,1,,1,,1,,,-,33,,305,,859,,,-,4,,33,,45,,SOUTH CAROLINA,,20213735,POINT (-80.864614 33.878572)
OKLAHOMA,2021,37,,-,0,,,-,,-,,-,11,,11,,2,,,-,10,,12,,8,,OKLAHOMA,,20213746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213765,POINT (145.725693 15.1834)
OHIO,2021,37,,-,1,,4,,,-,,-,8,,47,,231,,,-,5,,76,,96,,OHIO,,20213718,POINT (-82.70936 40.415534)
MINNESOTA,2021,37,,-,1,,,-,,-,,-,1,,4,,64,,,-,1,,5,,7,,MINNESOTA,,20213723,POINT (-94.198308 46.349153)
LOUISIANA,2021,37,,-,1,,1,,2,,2,,42,,158,,526,,,-,1,,4,,33,,LOUISIANA,,20213745,POINT (-91.840238 30.921314)
HAWAII,2021,37,,-,0,,,-,,-,,-,1,,3,,5,,,-,1,,1,,1,,HAWAII,,20213760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,37,,-,2,,10,,11,,4,,102,,1405,,2778,,,-,64,,489,,485,,,SOUTH ATLANTIC,20213728,
PENNSYLVANIA,2021,37,,-,0,,,-,3,,2,,12,,104,,97,,,-,4,,32,,38,,PENNSYLVANIA,,20213713,POINT (-77.838886 40.896694)
UTAH,2021,37,,-,2,,5,,4,,,-,1,,5,,10,,,-,2,,10,,8,,UTAH,,20213755,POINT (-111.678222 39.323779)
COLORADO,2021,37,,-,1,,,-,6,,,-,1,,10,,68,,,-,1,,,-,2,,COLORADO,,20213750,POINT (-105.547832 38.998552)
VERMONT,2021,37,,-,0,,,-,,-,,-,2,,4,,6,,,-,1,,1,,1,,VERMONT,,20213708,POINT (-72.662695 44.075252)
KENTUCKY,2021,37,,-,1,,3,,4,,,-,4,,27,,46,,,-,5,,64,,85,,KENTUCKY,,20213740,POINT (-85.290484 37.526683)
PUERTO RICO,2021,37,,N,,NC,,N,,N,,-,1,,5,,12,,,-,1,,3,,1,,PUERTO RICO,,20213767,POINT (-66.414655 18.215692)
MAINE,2021,37,,-,2,,3,,,-,,-,7,,40,,97,,,-,5,,27,,32,,MAINE,,20213704,POINT (-69.06137 45.117911)
VIRGINIA,2021,37,,-,2,,5,,1,,,-,8,,72,,162,,,-,3,,22,,30,,VIRGINIA,,20213736,POINT (-78.666382 37.510861)
ARIZONA,2021,37,,-,3,,11,,6,,1,,2,,16,,34,,,-,2,,12,,15,,ARIZONA,,20213749,POINT (-111.664616 34.293239)
WISCONSIN,2021,37,,-,1,,3,,,-,,-,2,,2,,6,,1,,2,,11,,7,,WISCONSIN,,20213719,POINT (-89.732969 44.639954)
IDAHO,2021,37,,-,0,,,-,,-,,-,2,,1,,15,,,-,0,,,-,,-,IDAHO,,20213751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,37,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,6,,VIRGIN ISLANDS,,20213768,POINT (-64.840836 18.060868)
MICHIGAN,2021,37,,-,1,,2,,4,,,-,3,,16,,15,,,-,3,,25,,34,,MICHIGAN,,20213717,POINT (-85.730977 44.874798)
GEORGIA,2021,37,,-,1,,,-,3,,4,,19,,291,,404,,,-,8,,71,,80,,GEORGIA,,20213732,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,37,,-,1,,1,,2,,3,,6,,63,,31,,2,,8,,31,,12,,,NEW YORK CITY,20213712,
ARKANSAS,2021,37,,-,1,,3,,4,,1,,32,,368,,182,,,-,4,,19,,36,,ARKANSAS,,20213744,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,37,,-,0,,,-,,-,,-,13,,229,,210,,,-,2,,10,,28,,MISSISSIPPI,,20213741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,37,,-,2,,4,,2,,,-,0,,,-,4,,,-,1,,1,,1,,SOUTH DAKOTA,,20213727,POINT (-100.230491 44.43614)
WYOMING,2021,37,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,1,,WYOMING,,20213756,POINT (-107.55145 42.999627)
MISSOURI,2021,37,,-,1,,3,,14,,,-,8,,94,,281,,,-,1,,5,,14,,MISSOURI,,20213724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,37,,-,2,,8,,9,,5,,19,,289,,402,,2,,8,,71,,100,,,MIDDLE ATLANTIC,20213709,
CALIFORNIA,2021,37,,-,10,,95,,62,,1,,3,,45,,182,,,-,4,,37,,36,,CALIFORNIA,,20213759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,37,,-,0,,,-,,-,,-,5,,30,,77,,,-,3,,22,,47,,WEST VIRGINIA,,20213737,POINT (-80.613729 38.642579)
FLORIDA,2021,37,,-,1,,3,,2,,,-,23,,165,,805,,,-,56,,277,,160,,FLORIDA,,20213731,POINT (-82.420978 28.260731)
MONTANA,2021,37,,-,1,,,-,,-,,-,1,,,-,7,,,-,1,,2,,3,,MONTANA,,20213752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,37,,-,4,,28,,23,,,-,30,,332,,446,,,-,3,,21,,41,,,WEST NORTH CENTRAL,20213720,
MASSACHUSETTS,2021,37,,-,1,,1,,1,,1,,3,,10,,32,,,-,1,,6,,14,,MASSACHUSETTS,,20213705,POINT (-71.481104 42.151077)
MOUNTAIN,2021,37,,-,3,,17,,17,,1,,3,,38,,154,,,-,4,,35,,38,,,MOUNTAIN,20213748,
INDIANA,2021,37,,-,1,,,-,3,,,-,5,,3,,162,,1,,7,,42,,69,,INDIANA,,20213716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,37,,-,0,,,-,,-,,-,1,,1,,5,,,-,1,,1,,1,,,NON-US RESIDENTS,20213769,
US TERRITORIES,2021,37,,-,0,,,-,,-,,-,1,,6,,13,,,-,2,,4,,7,,,US TERRITORIES,20213763,
PACIFIC,2021,44,1,,10,,121,,80,,,-,284,,89,,224,,1,,6,,84,,66,,,PACIFIC,20214457,
TOTAL,2021,44,3,,16,,246,,199,,10,,453,,4315,,8165,,7,,92,,1386,,1800,,,TOTAL,20214470,
